"gene_symbol","log_fc_with_age","fdr_with_age","log_fc_without_age","fdr_without_age"
"ACRBP",0.792964575212471,0.0888166253530646,0.76140236431883,0.135488088859171
"ACSBG1",-4.30387460516441,0.0625091796162819,-3.99436125716791,0.142854054869611
"ACSF2",-0.465309265353597,0.303337364920794,-0.448877088941527,0.340628463816479
"ACSF3",-1.00269956136274,0.0897793481896653,-0.967960308592411,0.128296224149979
"ACSL1",-2.25478731821119,0.0175744431174623,-2.12668704985471,0.0651891757516773
"ACSL3",-0.13391927668683,0.81229788641589,-0.109535286951215,0.858437369965771
"ACSL4",-1.4967798557121,0.0383944953060544,-1.32580998600276,0.191110191692431
"ACSL5",-2.71691763505464,0.0183751049289291,-2.5953399290167,0.0596466782196602
"ACSM3",-3.41737120719261,0.0162137740761792,-3.22728456467455,0.0609514084546712
"ACSM5",-3.38150440881725,0.0236644314272055,-3.13383530309166,0.0884597255939321
"ACSS1",0.17642790952163,0.366910897015136,0.189061575437449,0.366123754584984
"ACSS2",-0.824912970053296,0.0366125241694413,-0.781384065733401,0.08746693400948
"ACSS3",-0.645620707096007,0.0580746728498424,-0.608559727031778,0.11728285298169
"ACTA1",1.05853867561263,0.199015018671438,0.988695106664027,0.274878586612291
"ACTA2",1.20229898876647,0.217550547469175,1.19933481226026,0.233352041689232
"ACTB",0.736593097620796,0.061208049859824,0.731375047562301,0.0863088641803276
"ACTC1",0.671341231350531,0.434320436140667,0.664174944389512,0.452889440810219
"ACTG1",0.645772420986475,0.0225323428242337,0.637872915170362,0.0529371863605162
"ACTG2",-0.278163718772743,0.888514808237233,-0.180769358682892,0.936247642042262
"ACTL6A",0.38717011986907,0.0974182902053767,0.380206960025484,0.126913987039376
"ACTL7B",-0.173867117820467,0.694928366409821,-0.181825738231802,0.69723102753926
"ACTN1",0.866087952446867,0.0172719462871499,0.858049914237731,0.0492181571789605
"ACTN2",2.27723237716962,0.1286978849296,2.07689511746084,0.238721818287497
"ACTN4",0.126094449837936,0.543340987650704,0.124565429389643,0.562119694757137
"ACTR10",-0.318061392209629,0.0950864833959763,-0.297685971684925,0.168248576338315
"ACTR1A",-0.0157197236579405,0.960027642244768,-0.0108603380239494,0.973976233424306
"ACTR1B",-0.0711888168953143,0.700580770924625,-0.0635422327065092,0.753384863663013
"ACTR2",-0.121075494306375,0.763194596319462,-0.0995714268508099,0.822280763070957
"ACTR3",0.0370896621388992,0.906114077726115,0.0468732249538331,0.887199733797264
"ACTR3B",-0.244274758567254,0.274950053989249,-0.243335012713142,0.295055677034282
"ACTR5",0.0690265358940914,0.804165050329956,0.052193753574401,0.867944498954497
"ACTR6",-0.277079997117195,0.356863461213388,-0.23787028101528,0.513719958580646
"ACTR8",-0.174518650091006,0.610779982676041,-0.193796800212168,0.592416539617272
"ACVR1",-0.140084515192474,0.632656352355481,-0.10658569795548,0.767604631578485
"ACVR1B",-0.788860586210705,0.126328399201134,-0.656550415235079,0.405367708957337
"ACVR2A",-0.214361891503263,0.460080789813276,-0.191526974532119,0.553476259178048
"ACVR2B",0.14630855736212,0.738354796903386,0.154686810457154,0.734053823100956
"ACVRL1",0.902210126134912,0.0134950986177876,0.873396108585554,0.0466599563558035
"ACYP1",0.51582234284934,0.0642071324699557,0.485034131211773,0.128107633201218
"ACYP2",-0.179780114641749,0.601052489526658,-0.168549798685599,0.642361617305985
"ADA",-0.0565306944528956,0.947234857587404,-0.112241175418648,0.901478808232924
"ADA2",0.839396523612851,0.294373262060012,0.801290989608852,0.34152955547694
"ADAL",-0.0643661325702616,0.829441218010557,-0.0490673589972714,0.88407478156762
"ADAM10",-0.231288502603306,0.555427378203851,-0.201986727071318,0.642361617305985
"ADAM11",0.498089443840394,0.164210785232516,0.462097446836814,0.250450178744775
"ADAM12",0.772485304559086,0.164048868039351,0.756161144783714,0.191297294205134
"ADAM15",0.852764916934593,0.0139891189678197,0.811205572645121,0.0492181571789605
"ADAM17",0.312289335777139,0.179089104713621,0.296985567152695,0.234992045307331
"ADAM19",0.620523916855229,0.459461537176835,0.657370217031022,0.451303229137876
"ADAM22",0.73104363733879,0.336584245686465,0.691710888931343,0.388110511845133
"ADAM28",1.19680099395737,0.16990659154005,1.14739466677904,0.21759293304807
"ADAM33",0.127564764517218,0.878556529409924,0.10246996224459,0.91123695219978
"ADAM8",1.64904088022798,0.0699445209822073,1.61370803544962,0.0996076468628703
"ADAM9",0.354700882359557,0.492349321517036,0.363423790732512,0.494050101511485
"ADAMTS1",0.653374865060614,0.224173723080027,0.633463782377929,0.259669118327898
"ADAMTS10",0.212152813011351,0.587477239712751,0.189688626188693,0.654636600109885
"ADAMTS12",-0.312643600919546,0.664505914948483,-0.281721785453407,0.715304749954298
"ADAMTS13",0.796311265318621,0.136563096314026,0.717837051200434,0.267028260201355
"ADAMTS14",1.54192713504078,0.160011750190914,1.4611182372225,0.217324925850345
"ADAMTS15",-0.238884982405045,0.687014430985273,-0.225749952257274,0.716965515943138
"ADAMTS16",-0.284790547202269,0.679717298503039,-0.217931576057417,0.790269128740108
"ADAMTS17",-0.539793970635668,0.454208598872871,-0.512976832993306,0.497963535481615
