"gene_symbol","compartment","contrast","log_fc","ave_expr","t_stat","p_value","fdr"
"KLHL31","medulla","early_vs_control",-3.898139108351,3.22739596465551,-5.22939793195199,8.58810136900971e-05,0.0139891189678201
"DPF3","medulla","early_vs_control",-1.75398585528492,2.75879522405671,-5.21758828798648,8.79083509508666e-05,0.0139891189678201
"FOLH1B","medulla","early_vs_control",-3.93564530953594,2.39428176921537,-5.21688727164805,8.80302339069036e-05,0.0139891189678201
"TYRO3","medulla","early_vs_control",-1.93023384307285,3.26541656274074,-5.21437762418992,8.84680070390908e-05,0.0139891189678201
"CNN2","medulla","early_vs_control",1.0660080365687,6.81160251483499,5.21114244741085,8.90356532955742e-05,0.0139891189678201
"GLS","medulla","early_vs_control",-1.11875280936876,6.77228739335249,-5.21096676908529,8.90665852381291e-05,0.0139891189678201
"LOC101099137","medulla","early_vs_control",-1.16616067944814,4.51098225680566,-5.19932830461761,9.11406700456689e-05,0.0139891189678201
"MIA2","medulla","early_vs_control",-0.898534323650194,6.30981817023974,-5.18907181317227,9.22955290394951e-05,0.0139891189678201
"TTR","medulla","early_vs_control",-6.24599701255104,0.626179670359935,-5.18498886842414,9.37647494697708e-05,0.0139891189678201
"MME","medulla","early_vs_control",-3.53428596267149,5.23674176092704,-5.18437724218129,9.3878392325563e-05,0.0139891189678201
"PTPRQ","medulla","early_vs_control",-4.99254942832929,0.228873837403838,-5.18010521636065,9.46761233226382e-05,0.0139891189678201
"SUGCT","medulla","early_vs_control",-2.20467360636696,3.55653250446542,-5.17997043868697,9.47014042586043e-05,0.0139891189678201
"CDC42EP5","medulla","early_vs_control",1.41793420290823,3.75203886574118,5.17182607149918,9.62420729939448e-05,0.0139891189678201
"CRYZ","medulla","early_vs_control",-1.49040351265858,5.5423452010279,-5.16315592535182,9.79106190308448e-05,0.0139891189678201
"LIN52","medulla","early_vs_control",-0.821730607432984,4.50274446925541,-5.13960763163175,0.000100790336889124,0.0139891189678201
"PARVB","medulla","early_vs_control",0.841274088202658,6.59458728634837,5.13864012708863,0.000101523629315552,0.0139891189678201
"RABGGTB","medulla","early_vs_control",-0.980190814602873,5.6298921801973,-5.14397514689549,0.000101602623743893,0.0139891189678201
"TSPAN14","medulla","early_vs_control",0.922728404973277,5.74110480740021,5.14068751421189,0.000101766902510826,0.0139891189678201
"GPHN","medulla","early_vs_control",-1.20261175631834,5.41947262079289,-5.14294978398543,0.00010191594782215,0.0139891189678201
"ICAM1","medulla","early_vs_control",1.67634487684631,6.87624341854961,5.13823378687353,0.000102874835667435,0.0139891189678201
"XYLB","medulla","early_vs_control",-2.10376993445419,5.18780500962009,-5.13680146227062,0.000103167902077334,0.0139891189678201
"BASP1","medulla","early_vs_control",1.75510283247766,5.03960994068265,5.1364714635449,0.000103235544605441,0.0139891189678201
"ANXA2","medulla","early_vs_control",0.951165944542172,8.68632701899732,5.12592481573261,0.000104310088984976,0.0139891189678201
"LOC101101321","medulla","early_vs_control",0.664667693444573,7.01571865844649,5.12168283901355,0.000104457952599168,0.0139891189678201
"TRIP10","medulla","early_vs_control",0.845207025645507,7.19301931250437,5.11209221870348,0.00010696779546784,0.0140471024482776
"ACOX3","medulla","early_vs_control",-2.18990497183527,7.66372766905993,-5.10760883147361,0.000109332113225292,0.0140471024482776
