"gene_symbol","compartment","contrast","log_fc","ave_expr","t_stat","p_value","fdr"
"DNAH5","cortex","late_vs_early",1.49447796801473,0.728896397761634,4.06945769636962,0.000680081755445574,0.222286661954462
"HEBP1","cortex","late_vs_early",-0.654205082645763,5.51379799015655,-4.06521761439753,0.00069175728103244,0.222286661954462
"ZFAND5","cortex","late_vs_early",0.832075446957624,6.67975079630591,4.05480440537369,0.00071271811124893,0.222286661954462
"COL20A1","cortex","late_vs_early",-1.48126257917473,2.9060612110726,-4.05319351951047,0.000715307878497977,0.222286661954462
"OSMR","cortex","late_vs_early",1.11664532855797,6.93127726673634,4.04611336509291,0.000726802829273552,0.222286661954462
"SLC26A9","cortex","late_vs_early",2.7823369429796,0.910809796025084,4.03642925275166,0.000742826147224256,0.222286661954462
"MRNIP","cortex","late_vs_early",-0.573937506058768,4.4114540723361,-4.01931975016048,0.000761683124661587,0.222286661954462
"TMEM72","cortex","late_vs_early",-1.3902610420583,5.19267121795709,-4.02057261594981,0.000769831259338234,0.222286661954462
"FAM120C","cortex","late_vs_early",0.482538579291113,4.3392526801891,4.0044742625959,0.000787678068928543,0.222286661954462
"RBMS1","cortex","late_vs_early",0.359811458133865,6.03059340402613,3.9845328578653,0.000824000587868912,0.222286661954462
"NAMPT","cortex","late_vs_early",0.946172802538913,5.8117218202905,3.96901235900219,0.000864635074773068,0.222286661954462
"FAM117A","cortex","late_vs_early",-0.684553125399376,5.7120186629094,-3.95392597750496,0.000892725161019445,0.222286661954462
"UGCG","cortex","late_vs_early",0.595407642622908,5.01544695732892,3.94828020210047,0.000896462100103157,0.222286661954462
"LOC109502036","cortex","late_vs_early",-1.63654062257408,3.56329534448219,-3.94966853982122,0.000903146343693716,0.222286661954462
"ANXA3","cortex","late_vs_early",1.19995966697944,5.64075348460563,3.94964267767743,0.000903198965180572,0.222286661954462
"TXNIP","cortex","late_vs_early",1.18684024997368,9.69365121002032,3.94857224270534,0.000904249546451906,0.222286661954462
"ITGB6","cortex","late_vs_early",1.31678192889903,5.24664256674967,3.94773522997928,0.000907088506410932,0.222286661954462
"NID1","cortex","late_vs_early",0.676144980638949,7.44280147021465,3.93516854682452,0.000923357904043218,0.222286661954462
"GSDME","cortex","late_vs_early",-1.41603661912165,1.39573445793067,-3.92938278815825,0.000937067308281205,0.222286661954462
"PTDSS2","cortex","late_vs_early",-0.488568603886057,6.3949744972694,-3.92563690717171,0.000941366233646164,0.222286661954462
"FNDC3B","cortex","late_vs_early",0.502844985062071,6.71962308384481,3.91859183864665,0.000956481509354801,0.222286661954462
"LOC102899273","cortex","late_vs_early",0.493237434167447,6.00896012795357,3.91431006610999,0.000965786428504257,0.222286661954462
"ACKR2","cortex","late_vs_early",0.871877680179251,2.45844171800477,3.9096056868783,0.000976114113365252,0.222286661954462
"LOC109498436","cortex","late_vs_early",-1.87325154511355,0.95434098702618,-3.91108118253593,0.000983114816222122,0.222286661954462
"LOC101084793","cortex","late_vs_early",-2.39410188239869,0.53695525534953,-3.90455072050727,0.000999775922870216,0.222313789227298
"EDN1","cortex","late_vs_early",1.13050067103665,2.42198949261446,3.89100145471188,0.0010248700927679,0.222313789227298
"GALNT7","cortex","late_vs_early",0.865583421652874,3.05804580147709,3.8881424863902,0.00102726023142853,0.222313789227298
"PLEKHH1","cortex","late_vs_early",0.843337470556109,5.27584136340142,3.8760347635993,0.00106611458839769,0.225112913806303
"ASAH2","cortex","late_vs_early",-1.51045931825193,1.42705774397176,-3.8692301521717,0.00107817228050292,0.225112913806303
"EHF","cortex","late_vs_early",1.17450065842432,3.80010541784927,3.86403340203674,0.00109533317493115,0.225112913806303
"IL1R1","cortex","late_vs_early",0.975510819413985,7.61556350812702,3.86229391647995,0.00109963401027569,0.225112913806303
"LOC101088927","cortex","late_vs_early",-0.94768069230571,6.28719522797881,-3.84900856514082,0.00113304296951784,0.228131084391714
"LOC109496190","cortex","late_vs_early",-2.77261460608055,0.560154173298917,-3.84454425711903,0.00114449550556276,0.228131084391714
"CGREF1","cortex","late_vs_early",1.76157275434164,0.844325606742572,3.82424846202274,0.00119146798351889,0.228796475848602
"YPEL1","cortex","late_vs_early",-0.799483767011627,4.04543367837632,-3.8245855790477,0.00119491051738084,0.228796475848602
"RRM2","cortex","late_vs_early",1.01039971985688,4.3462637782812,3.81546251498297,0.00122198195133419,0.228796475848602
"SOX9","cortex","late_vs_early",1.7349311557248,2.86196723322793,3.81231394308389,0.00123067909157345,0.228796475848602
"CAPN5","cortex","late_vs_early",0.489934611979839,5.67761788353141,3.8032525451802,0.00124142408429868,0.228796475848602
"TRAF3IP2","cortex","late_vs_early",0.475513053408267,4.79689281798665,3.80093528034805,0.00124794293609744,0.228796475848602
"CA2H3orf14","cortex","late_vs_early",0.924317684742212,1.18797399212347,3.79894993390845,0.00125355518485933,0.228796475848602
"VMP1","cortex","late_vs_early",0.515125632185783,5.97864055473849,3.79074559591158,0.00127709150657631,0.22899396402255
"DBNDD2","cortex","late_vs_early",-0.470941427638505,4.40922378756477,-3.78604804700065,0.00129064475785326,0.22899396402255
"KLK1","cortex","late_vs_early",-2.72852001994181,7.5037677378903,-3.78525178483304,0.00130802375431756,0.22899396402255
"NDRG3","cortex","late_vs_early",-0.314021650170915,5.76021405724803,-3.77670830834693,0.00131817461987711,0.22899396402255
"ARRDC4","cortex","late_vs_early",1.14577593224899,4.74411639683938,3.77484966780595,0.00133902667540607,0.22899396402255
"HSD17B14","cortex","late_vs_early",-1.15081041092766,3.67944769495342,-3.77276288572343,0.00134533387009089,0.22899396402255
"SYT14","cortex","late_vs_early",1.07221435656842,1.51976643122235,3.75120603122716,0.00139636099678566,0.229526737796264
"TRIM50","cortex","late_vs_early",-1.73781910215045,4.48673739175141,-3.75616012445829,0.00139658121893393,0.229526737796264
"IMPA2","cortex","late_vs_early",-0.346800593228287,5.96435827223352,-3.74684971911005,0.00141017125188134,0.229526737796264
"HRCT1","cortex","late_vs_early",1.5402017459689,1.97486190199362,3.74562341495653,0.00143010873469158,0.229526737796264
"ATP8B1","cortex","late_vs_early",0.696082452747699,4.93744490053497,3.74277836394855,0.00143772905380469,0.229526737796264
"LSAMP","cortex","late_vs_early",-1.60697017299389,1.40062831764887,-3.74261874335014,0.00143937158166513,0.229526737796264
"TGFB2","cortex","late_vs_early",0.977558593439394,2.65435408623221,3.73230384089038,0.00146438496165388,0.231082997750985
"DNASE1","cortex","late_vs_early",-1.95952755410802,2.50855775644994,-3.7198657574857,0.00151548193959905,0.236680782505011
"DHDH","cortex","late_vs_early",-1.76524956086982,8.21560297022237,-3.70526313794093,0.00156611574873519,0.242092729363157
