"gene_symbol","log_fc","fdr","mean_tissues","frac_kidney_specific","mean_fold_change","n_enhancers","state"
"SCARF2",1.2868613979055,0.0215812549216285,5,0,3.757,1,"induced"
"SCIMP",3.53118838348336,0.0176087917676422,4,0,3.527,2,"induced"
"SCML4",1.69977981238604,0.0197929391485239,7,0,18.685,1,"induced"
"SCNN1A",-0.442003219889762,0.229456633273167,4,0.5,10.361,2,"unchanged"
"SCNN1B",0.129876029201063,0.786589562006725,3,0,4.97,1,"unchanged"
"SCNN1D",-0.363879232894235,0.171637540907432,5,0,6.169,2,"unchanged"
"SCNN1G",-0.0195844423362264,0.971091605179539,2,0,4.794,1,"unchanged"
"SCOC",-0.882430491830535,0.214324237796564,5,0,7.191,1,"unchanged"
"SCRN1",0.650451608706248,0.0569193970851582,5,0,4.195,1,"induced"
"SCTR",-0.292834538084588,0.565434426676435,1,1,2.846,1,"unchanged"
"SCUBE1",-0.00390840752832489,0.996775021927369,1,1,3.41,2,"unchanged"
"SCUBE2",1.21372874811433,0.0115400332224042,3,0,4.558,2,"induced"
"SCUBE3",-0.788160316954166,0.0407028968622887,1,1,2.996,1,"repressed"
"SCYL1",0.155109946626118,0.193440076888007,7,0,6.368,1,"unchanged"
"SCYL3",-0.106927996692075,0.442782973971543,1,1,3.221,2,"unchanged"
"SDC3",-0.267737290809071,0.444023805003689,4.25,0.25,4.639,4,"unchanged"
"SDCBP",0.098647800325792,0.725720703054935,5.5,0,5.172,2,"unchanged"
"SDCBP2",0.258822267765632,0.70766570898888,6,0,6.88,3,"unchanged"
"SDCCAG8",-0.0673988595949249,0.80577831212786,5.333,0,4.138,3,"unchanged"
"SDE2",-0.0898732529491646,0.779673433349635,6,0,6.748,1,"unchanged"
"SDHA",-0.806792181338845,0.084042480897397,2,0,2.746,1,"repressed"
"SDHAF1",-0.0446430908160469,0.836508277823573,5,0,2.823,1,"unchanged"
"SDR39U1",-0.694482566488555,0.0210163981370777,3,0,7.333,2,"repressed"
"SDR42E1",-0.0665226954685227,0.803694316975333,2.75,0.5,8.506,4,"unchanged"
"SEC11A",-0.0900972322061682,0.541580747525661,3.2,0,3.694,5,"unchanged"
"SEC14L1",0.180917906378998,0.197047977830275,4,0,3.221,1,"unchanged"
"SEC14L5",-1.51102243554098,0.0118700675755998,4.5,0,6.015,2,"repressed"
"SEC16B",0.420517311445373,0.342572360473685,2.667,0.333,5.245,3,"unchanged"
"SEC22B",-0.0536978949818945,0.768105542284159,5.5,0,4.562,2,"unchanged"
"SEC23A",0.233996293405732,0.433366546137237,7,0,12.906,1,"unchanged"
"SEC24A",0.0741689899522067,0.841982763459147,7,0,21.061,1,"unchanged"
"SEC24C",-0.0827564901881113,0.538374071708402,7,0,9.508,1,"unchanged"
"SEC31A",-0.303183610094365,0.191977435761745,7,0,8.666,1,"unchanged"
"SEC62",-0.43903681344113,0.0766372465158103,1,1,3.834,1,"repressed"
"SEL1L3",-0.172052378036743,0.64978948386808,1.6,0.4,3.466,5,"unchanged"
"SELE",0.0889774035839115,0.923271600925413,2,0,3.067,1,"unchanged"
"SELENBP1",-1.15284365573335,0.0213639505783175,6.333,0,6.183,3,"repressed"
"SELENOI",-0.343769432861677,0.651407056284983,1,1,4.519,2,"unchanged"
"SELENOM",1.37374481592353,0.0173837458248364,3,0,2.621,1,"induced"
"SELENON",-0.555965401751565,0.0188362297514592,3.4,0,3.299,5,"repressed"
"SELL",2.53084570023701,0.0239751509630162,3,0,3.834,1,"induced"
"SELPLG",1.80708242587893,0.024373666771258,4,0,2.75,3,"induced"
"SEMA4A",1.62174481780054,0.0382643234126017,5.5,0,4.46,4,"induced"
"SEMA4C",-0.09235567066988,0.775473661260393,5.1,0,4.957,10,"unchanged"
"SEMA4F",0.969088920345293,0.0365646297129202,6,0,7.361,1,"induced"
"SEMA6B",0.0449142940369369,0.899206010575703,6,0,4.172,1,"unchanged"
"SEMA6C",-0.523985382417742,0.172952521973433,7,0,6.513,1,"unchanged"
"SENP3",0.112325467019596,0.256069509634306,5,0,2.672,1,"unchanged"
"SENP5",0.0210941008895666,0.900464314857877,2.5,0,2.629,2,"unchanged"
"SENP8",0.0486294646338694,0.899206010575703,2.167,0.667,5.101,6,"unchanged"
"SEPHS2",-0.735780637140945,0.152582490311826,2,0,4.675,1,"unchanged"
"SEPSECS",-0.53103056028815,0.117842374787369,2,0,4.71,2,"unchanged"
"SEPTIN1",2.11554549274584,0.0830996939543653,6,0,11.557,1,"induced"
"SEPTIN10",0.407242942881398,0.0296802256887203,1,1,3.221,1,"induced"
"SEPTIN11",-0.281737577070093,0.343880957453124,2.273,0.182,3.352,11,"unchanged"
"SEPTIN4",0.705997740433833,0.103434098090529,5.5,0,8.616,2,"unchanged"
"SEPTIN5",0.542875821358652,0.13673287840005,3,0,4.754,1,"unchanged"
"SEPTIN8",0.398034435720404,0.04444148936834,6,0,2.538,1,"induced"
"SEPTIN9",0.346076436194323,0.157866247991064,3.8,0,4.656,5,"unchanged"
"SERBP1",-0.285320680376937,0.0399186633551198,2.889,0.222,5.141,9,"repressed"
"SERF2",-0.289998584595965,0.135816825580103,7,0,4.908,1,"unchanged"
"SERINC2",0.265762528269778,0.376291062740539,4.667,0,7.821,3,"unchanged"
"SERINC3",-0.279748275921215,0.128230190598116,7,0,11.549,1,"unchanged"
"SERP2",0.0781350412898703,0.863865092431996,3.5,0.125,3.769,8,"unchanged"
"SERPINA5",-3.23986257155293,0.00703497460027845,2.5,0,3.567,2,"repressed"
"SERPINB1",0.457468359308359,0.113365988714098,4.5,0,3.089,2,"unchanged"
"SERPINB6",0.28818994272903,0.217151765969191,2.5,0.25,3.184,4,"unchanged"
"SERPINE1",3.58304559525097,0.00611192607806737,2.5,0,3.09,2,"induced"
"SERPINF1",1.46810545531486,0.0864081045747139,3.6,0,3.416,5,"induced"
"SERPINF2",-0.696933020735954,0.173246966378648,3.6,0,3.416,5,"unchanged"
"SERPINH1",0.395730741191988,0.241232874709785,7,0,9.858,1,"unchanged"
"SERTAD1",0.93841710781734,0.0330135628165069,7,0,11.364,1,"induced"
"SERTAD4",1.47898269548992,0.0311278057808697,4.75,0,4.767,4,"induced"
"SESN2",0.140766258107848,0.767117427916598,7,0,6.659,1,"unchanged"
"SESTD1",0.39192805795483,0.219848070567729,3.5,0,5.738,4,"unchanged"
"SET",0.028682132718461,0.809295674761829,6.5,0,10.232,2,"unchanged"
"SETD5",0.163359246417907,0.379547000490081,6.5,0,4.355,2,"unchanged"
"SETD6",-0.302922447304404,0.0914743293583092,7,0,17.282,1,"repressed"
"SETD9",0.0727664034125286,0.83923809704824,7,0,33.57,1,"unchanged"
"SEZ6L",3.11744692391331,0.00295747396639751,2,0,3.681,1,"induced"
"SF3A3",0.0157049245998397,0.914573138088622,7,0,8.777,2,"unchanged"
"SF3B1",-0.192992225002597,0.217014701723913,7,0,23.17,1,"unchanged"
"SF3B2",-0.0384247023558899,0.807879881086316,2,0,3.834,1,"unchanged"
"SF3B4",0.12831783574966,0.380339436134615,3.5,0,3.103,2,"unchanged"
"SF3B6",-0.32665723896937,0.149603262013354,1,1,3.786,2,"unchanged"
"SFMBT2",0.551691574082275,0.226320607121533,7,0,12.782,1,"unchanged"
"SFN",2.83307187186902,0.00819023980252681,7,0,8.809,1,"induced"
"SFRP5",2.6897946105779,0.0101722247906667,3.5,0,4.332,4,"induced"
"SFXN5",-0.926891740717216,0.0906299521360861,2,0,3.141,1,"repressed"
"SGCA",1.2378172997777,0.0613290208551806,5,0,3.699,1,"induced"
"SGF29",0.263267438485033,0.350916847491217,6,0,5.05,3,"unchanged"
"SGIP1",-1.33562246607122,0.132477622715141,2.667,0.333,4.294,3,"unchanged"
"SGK1",0.653167473705691,0.264020260592942,2.25,0.25,3.494,8,"unchanged"
"SGK2",-2.17779628072142,0.0193157227496245,2,0.2,4.775,5,"repressed"
"SGMS1",0.117776788934289,0.704311439553746,5,0,8.742,1,"unchanged"
"SGMS2",0.18909550658972,0.615063672689188,1,1,3.681,1,"unchanged"
"SGO2",0.0792471234268164,0.800116258551929,7,0,9.288,1,"unchanged"
"SGPL1",0.235841429068746,0.329621745662379,5.667,0,11.358,3,"unchanged"
"SGPP1",-0.401933899255079,0.456252372618302,1.75,0.5,3.742,4,"unchanged"
"SGPP2",0.180928411701295,0.684723656941065,1,1,2.635,1,"unchanged"
"SGSM3",0.127788153024986,0.674219356358518,1,1,3.987,1,"unchanged"
"SH2D1A",2.47463855868879,0.0379545010963794,7,0,7.208,1,"induced"
"SH2D2A",1.56717364269755,0.0666185177496339,4.333,0,3.323,3,"induced"
"SH2D3C",0.448269013088756,0.317371972798119,5,0,3.681,1,"unchanged"
"SH2D4B",2.21898838694565,0.0131548879972787,6,0,11.952,1,"induced"
"SH3BGRL2",-0.396875164386144,0.168569424874507,7,0,25.755,1,"unchanged"
"SH3BP1",1.79405040094353,0.0253537247828568,6.333,0,7.361,3,"induced"
"SH3BP2",0.849355269280689,0.0164618757926095,5.5,0,3.864,4,"induced"
"SH3BP4",0.532180350920972,0.0460660189252026,1,1,3.689,3,"induced"
"SH3D19",-0.492866633698434,0.0559256023698038,3.667,0,4.24,3,"repressed"
"SH3PXD2A",0.778767951212673,0.124021779271301,5,0,3.644,3,"unchanged"
"SH3RF1",-0.500291908227967,0.3059641922562,2,0,3.064,3,"unchanged"
"SH3YL1",-0.794779761109883,0.0534152012801568,4.333,0,7.364,3,"repressed"
"SHANK2",-0.321024154235821,0.409763379242059,1.4,0.8,4.202,5,"unchanged"
"SHANK3",-0.0834906377114351,0.78443861503379,3.667,0,5.112,3,"unchanged"
"SHC4",-0.272165963650143,0.353293154448258,3,0,3.134,1,"unchanged"
"SHE",-0.251835639064315,0.301009460531141,1,1,2.76,1,"unchanged"
"SHFL",0.416265039394413,0.141072561455819,7,0,10.587,1,"unchanged"
"SHISA6",1.47595206585356,0.197083352462368,2,0,3.144,2,"unchanged"
"SHLD1",-0.229697514427379,0.284134340521056,5.333,0,6.517,3,"unchanged"
"SHLD2",-0.101954922817057,0.605329097915799,2.5,0,3.126,4,"unchanged"
"SHMT1",-0.346721828881464,0.432623467106946,3,0.5,4.988,4,"unchanged"
"SHMT2",-1.45916529412981,0.0166269378073377,6,0,6.386,1,"repressed"
"SHPRH",-0.0885613236485785,0.660206551096364,2,0,3.527,1,"unchanged"
"SHROOM2",-0.776365676855921,0.0399792388861823,3,0,3.514,1,"repressed"
"SHROOM4",0.0368739043347288,0.859660728024202,1,1,4.371,4,"unchanged"
"SIAE",-0.412691034762725,0.101468338189986,3.5,0,5.975,2,"unchanged"
"SIAH2",-0.568883398738602,0.0115735681715899,1,1,3.473,1,"repressed"
"SIAH3",-1.26277975197238,0.134957820351708,4,0,5.806,1,"unchanged"
"SIGIRR",-0.447275659721122,0.0176087917676422,1,1,3.067,1,"repressed"
"SIGLEC15",1.17920085072747,0.280647497835706,4.8,0,4.539,5,"unchanged"
"SIK1",0.243394900125403,0.628822080240188,4.25,0,4.782,4,"unchanged"
"SIKE1",-0.361510975594607,0.104159999299566,1,1,3.604,2,"unchanged"
"SIM2",1.4183150272504,0.0351582015682901,1.143,0.857,3.517,7,"induced"
"SIN3B",0.140057381925581,0.229994535162292,4.333,0,3.188,3,"unchanged"
"SIPA1",1.11657864064955,0.0813881004750893,5,0,4.875,2,"induced"
"SIRT1",-0.176962580923944,0.253931255889505,2,0.333,3.956,3,"unchanged"
"SIRT2",-0.169643260581076,0.41258263273103,6,0,8.128,1,"unchanged"
"SIRT4",-0.105532677065352,0.689929507870438,1,1,4.195,1,"unchanged"
"SIVA1",-0.0219512910594686,0.935409232629432,6,0,3.681,1,"unchanged"
"SKA3",0.953337136555262,0.0700639107044421,5,0.333,8.212,3,"induced"
"SKAP1",0.735618785051464,0.329542829712113,5.333,0,5.522,3,"unchanged"
"SKAP2",-0.0200668384783995,0.895827757607149,1,1,3.374,1,"unchanged"
"SKIDA1",-0.540501064598115,0.122973193528154,7,0,25.528,1,"unchanged"
"SKP2",-0.252912920976393,0.141286726706217,1.5,0.5,4.754,2,"unchanged"
"SLA",1.61033604348756,0.0606404168313472,3.917,0.083,4.469,12,"induced"
"SLA2",1.59177043997117,0.067110372694544,3.5,0,3.859,2,"induced"
"SLAMF8",1.17880559551564,0.192492679572711,3,0,3.067,2,"unchanged"
"SLC10A2",-1.81906156206222,0.0760161117850018,1,1,4.912,3,"repressed"
"SLC10A3",0.306939930049782,0.0682017203396801,6,0,3.987,1,"induced"
"SLC10A5",-0.229146828440627,0.564528077634849,4,0.5,8.204,2,"unchanged"
"SLC10A6",-0.263617967442126,0.504012396978174,1.778,0.722,4.495,18,"unchanged"
"SLC11A1",2.83962429996032,0.00577770871303924,6,0,10.493,1,"induced"
"SLC12A1",-0.440297179712214,0.500124908970576,1,1,3.911,2,"unchanged"
"SLC12A3",-1.84621977870508,0.0468368511955109,2.333,0.667,5.513,3,"repressed"
"SLC12A7",-0.11832764124434,0.530255773646915,2,0,6.901,1,"unchanged"
"SLC12A8",-1.38517149922363,0.0188362297514592,2.5,0.75,8.582,4,"repressed"
"SLC12A9",0.315078336366628,0.280500822655095,1,1,3.067,1,"unchanged"
"SLC13A1",-0.993402140280562,0.369468828059855,1.417,0.583,4.038,12,"unchanged"
"SLC13A4",-1.09350302857041,0.167250844756662,3.625,0,4.324,8,"unchanged"
"SLC13A5",1.43507858183326,0.24971018401738,2.667,0,4.138,3,"unchanged"
"SLC15A2",-1.10776750592862,0.0620671179646159,1,1,2.661,2,"repressed"
"SLC16A10",-1.00475852470922,0.137981886322165,1,1,3.764,4,"unchanged"
"SLC16A12",-0.100343788801506,0.892687963865613,3.25,0,5.175,12,"unchanged"
"SLC16A14",0.880363198531086,0.0529509849668223,4,0,4.754,1,"induced"
"SLC16A4",-2.1953673474105,0.0245984270450917,3.5,0,4.76,2,"repressed"
"SLC16A5",1.04900987449087,0.0140525417859676,3.5,0,4.924,2,"induced"
"SLC16A7",-0.1511150844418,0.81822530178603,2,0,3.221,1,"unchanged"
"SLC16A9",-0.601931473154241,0.53053053726394,1.588,0.647,4.374,17,"unchanged"
"SLC17A1",-0.58242490959313,0.451391546277223,1,1,3.158,3,"unchanged"
"SLC17A2",0.311371582747282,0.707603327879771,3,0,4.644,1,"unchanged"
"SLC17A3",-1.28475222771185,0.107017031264287,1,1,3.158,3,"unchanged"
"SLC17A4",-2.25701140644553,0.0636686952262715,2,0,3.473,1,"repressed"
"SLC19A2",-0.339594543887757,0.29087243839543,2.5,0.5,3.326,2,"unchanged"
"SLC1A5",0.858352977228449,0.0631924958486737,3.5,0,13.802,2,"induced"
"SLC20A1",1.36222504268742,0.00814450262386627,2.5,0,2.991,2,"induced"
"SLC20A2",0.156710292253486,0.261458770614575,5,0,4.045,1,"unchanged"
"SLC22A1",-1.61883880041519,0.0431961519362994,3.5,0.5,9.738,2,"repressed"
"SLC22A12",-0.267544424485166,0.686876254333911,2,0,10.122,1,"unchanged"
"SLC22A13",-0.933849961824251,0.228656330867107,1.5,0.75,3.724,4,"unchanged"
"SLC22A18",-1.13076310913174,0.225731120231596,4,0,8.239,1,"unchanged"
"SLC22A2",0.220954910637562,0.707270945641646,1,1,4.327,3,"unchanged"
"SLC22A3",1.61632825057017,0.0213546922670438,4,0,2.17,1,"induced"
"SLC22A6",-1.8204698611999,0.0561742811897949,1.5,0.5,4.139,8,"repressed"
"SLC22A7",-1.31690604631225,0.366675388309366,1.4,0.8,4.332,5,"unchanged"
"SLC23A1",-1.69702891183349,0.0154969079768391,4.5,0,5.033,6,"repressed"
"SLC25A1",-0.937113399900769,0.0893252700689454,4.333,0,6.142,3,"repressed"
"SLC25A11",-0.369203634671363,0.276634005995256,3,0,3.527,1,"unchanged"
"SLC25A12",-0.0802352385580267,0.503667176762319,7,0,14.323,1,"unchanged"
"SLC25A17",0.0615561270363205,0.718943235334161,1,1,2.76,1,"unchanged"
"SLC25A20",-0.276667539243855,0.363650908193857,1,1,3.374,1,"unchanged"
"SLC25A29",0.40698949540468,0.142829099567527,2.286,0.571,3.904,7,"unchanged"
"SLC25A30",-0.791409691607872,0.0792120067574589,2.8,0,5.146,5,"repressed"
"SLC25A35",-0.331425236367191,0.384078930861094,2,0,3.681,1,"unchanged"
"SLC25A42",-1.33381425190964,0.0436187958598086,4,0,3.563,1,"repressed"
"SLC25A46",-0.0981929339142855,0.804872949832908,3,0,4.045,1,"unchanged"
"SLC25A47",0.717589405190523,0.0584444066561065,4.667,0,14.251,3,"induced"
"SLC25A5",-0.955992878725511,0.0858781973987289,3,0,4.095,5,"repressed"
"SLC26A10",1.24714568046906,0.0464630989825374,3.667,0,4.964,3,"induced"
"SLC26A2",-2.19861011086404,0.00810044516608624,1.5,0.5,3.499,6,"repressed"
"SLC26A4",-1.41291556560574,0.117821569927257,1,1,2.538,1,"unchanged"
"SLC26A9",3.45246401047099,0.00776685331295255,2,0,2.914,1,"induced"
"SLC27A1",-0.258236228429078,0.160419030416756,1,1,3.374,1,"unchanged"
"SLC27A4",-0.416616891317133,0.200300926986114,5,0,7.982,1,"unchanged"
"SLC28A1",-0.576001034346732,0.272600148805809,1.667,0.667,6.11,3,"unchanged"
"SLC29A2",-0.758381730173398,0.396756866056094,1,1,2.837,2,"unchanged"
"SLC2A1",0.219541400880235,0.357812593000941,7,0,7.084,1,"unchanged"
"SLC2A11",-0.704589313520665,0.224046628313992,4,0,5.577,3,"unchanged"
"SLC2A12",-0.344914660299255,0.229070367631063,5,0,3.635,1,"unchanged"
"SLC2A2",-0.705934089703088,0.403059478580935,1,1,3.681,1,"unchanged"
"SLC2A3",0.70204233736776,0.237158347217778,7,0,15.685,1,"unchanged"
"SLC2A9",-0.115223341338864,0.817301392193143,4.4,0,6.41,5,"unchanged"
"SLC30A2",-0.325367957548181,0.734498850910163,3.5,0,5.33,2,"unchanged"
"SLC30A4",-0.547847899765349,0.205814032277411,7,0,16.636,1,"unchanged"
"SLC30A9",-0.517054495019652,0.172185127622278,1,1,3.527,1,"unchanged"
"SLC31A1",-1.04533165405785,0.0295731823435628,3.333,0,3.486,3,"repressed"
"SLC34A1",-4.60348316592078,0.0158935235742152,1.2,0.8,5.167,5,"repressed"
"SLC34A2",3.22644129553735,0.0301250442402139,1.5,0.5,2.707,2,"induced"
"SLC35A1",-0.315359829371807,0.0773241210744189,7,0,16.938,1,"repressed"
"SLC35A2",0.239245970819904,0.184791614922267,6,0,2.423,1,"unchanged"
"SLC35A3",-0.182500872616909,0.773351698515539,2,0,4.195,1,"unchanged"
"SLC35B1",-0.0798993640600303,0.774890169847255,3.75,0.125,5.06,8,"unchanged"
"SLC35C1",0.230429788549857,0.14796005842746,4,0,3.745,1,"unchanged"
"SLC35C2",-0.049923022982461,0.768872957357824,3.2,0.4,4.974,10,"unchanged"
"SLC35E1",0.109208138497113,0.416748711179801,5.5,0,5.064,2,"unchanged"
"SLC35E3",0.520960184094058,0.339414518121174,1.667,0.667,3.649,3,"unchanged"
"SLC35E4",-0.397224815767802,0.23351636245677,5,0,2.939,1,"unchanged"
"SLC35F5",-0.81745341371894,0.0673951682945025,1,1,2.607,1,"repressed"
"SLC36A1",-0.398653969237102,0.167213638976676,6.5,0,7.241,2,"unchanged"
"SLC36A4",0.217776432825141,0.574157474959366,2,0,5.918,1,"unchanged"
"SLC37A1",0.489032157273806,0.153675694133337,3,0.667,7.144,3,"unchanged"
"SLC37A2",1.29871486852846,0.0777459463961132,5.333,0,7.406,3,"induced"
"SLC38A10",0.419893972682471,0.0945127849626101,1.5,0.5,3.744,4,"induced"
"SLC38A3",0.0104881621036919,0.986235717859171,1.5,0.5,4.141,2,"unchanged"
"SLC38A4",2.39960615651165,0.0242958055481675,4,0,2.607,1,"induced"
"SLC38A5",1.45966508603616,0.0804842515528704,6,0,8.895,1,"induced"
"SLC38A6",-0.020068092685853,0.941281174932427,2,0,3.067,1,"unchanged"
"SLC39A10",-0.160114600352371,0.423657307768512,7,0,23.757,1,"unchanged"
"SLC39A11",0.0832171819359475,0.773972739459835,2,0,3.374,1,"unchanged"
"SLC39A13",0.343978115411167,0.209041047238154,5.333,0,8.44,3,"unchanged"
"SLC39A5",-3.43821428445911,0.00409405845559333,2.5,0.5,3.731,2,"repressed"
"SLC39A8",-0.512127435967773,0.0744397064536526,3.5,0.5,5.326,2,"repressed"
"SLC3A2",0.236500961297808,0.604600483426086,5.5,0,2.683,2,"unchanged"
"SLC43A3",-0.473318220547511,0.10579184067398,2.667,0,3.091,6,"unchanged"
"SLC44A1",-0.265274003797818,0.21971252128223,4,0,3.451,2,"unchanged"
"SLC44A2",0.354199499384942,0.200804613234581,5.5,0,5.82,4,"unchanged"
"SLC44A3",0.287619056136985,0.388525295970722,5,0,4.104,2,"unchanged"
"SLC45A4",0.0108812716650224,0.974790328311191,5,0,4.871,4,"unchanged"
"SLC46A1",-0.626901347104405,0.126305041614698,1,1,3.13,2,"unchanged"
"SLC49A3",-0.147492301147428,0.574388689790701,4,0,3.221,1,"unchanged"
"SLC4A11",-0.0513007447504541,0.950510394715663,1.5,0.5,4.371,2,"unchanged"
"SLC4A1AP",-0.255899125299563,0.0603974433750443,1,1,2.718,1,"repressed"
"SLC4A2",-0.14523607903568,0.217390846032805,3,0,2.601,3,"unchanged"
"SLC4A3",-0.0758885090543036,0.782006144417837,6,0,10.187,1,"unchanged"
"SLC4A7",1.32298813978678,0.0197929391485239,4.333,0.111,3.708,9,"induced"
"SLC51A",1.97293157846162,0.0216465513148818,7,0,10.275,1,"induced"
"SLC51B",-1.48578104784484,0.101716190929061,2.667,0,4.646,3,"unchanged"
"SLC52A3",0.454215803979274,0.245987242994978,3,0,2.776,2,"unchanged"
"SLC5A11",-1.06587530221703,0.0484641404674161,1,1,3.987,1,"repressed"
"SLC5A12",-1.0622442655285,0.322675468939074,1,1,3.987,1,"unchanged"
"SLC5A9",0.177587682552162,0.767511054276447,2,0,3.681,1,"unchanged"
"SLC66A2",0.281512509499539,0.314758783857429,5,0,5.744,1,"unchanged"
"SLC6A1",-1.33641557946062,0.108446355722655,1.667,0.333,3.474,6,"unchanged"
"SLC6A11",-1.89281062013935,0.0258086378129451,2,0,4.33,3,"repressed"
"SLC6A13",-0.9249143613635,0.184210120231797,1.778,0.222,4.927,9,"unchanged"
"SLC6A17",0.139168738200385,0.758315575431194,4,0,3.062,2,"unchanged"
"SLC6A18",-2.24990422309888,0.0199338576510324,1,1,2.468,3,"repressed"
"SLC6A19",-2.66581062657499,0.0371734078131957,2.333,0,8.631,3,"repressed"
"SLC6A20",-0.924157031054134,0.237372909002363,1,1,5.76,2,"unchanged"
"SLC6A4",-0.172996750163253,0.718462078218655,1.714,0.429,5.069,7,"unchanged"
"SLC6A7",1.04389159812079,0.110607787254381,2.5,0,4.435,2,"unchanged"
"SLC6A9",1.11907468679029,0.0957023911415016,7,0,5.782,2,"induced"
"SLC7A13",-2.23145584053058,0.0636969423654887,1.6,0.4,5.38,5,"repressed"
"SLC7A5",2.558292997416,0.00409405845559333,5.5,0,7.515,2,"induced"
"SLC7A8",-1.16423097961129,0.0514348336931056,4.625,0.125,3.606,8,"repressed"
"SLC7A9",-1.50378484626744,0.0569193970851582,1.667,0.333,6.885,3,"repressed"
"SLC8A1",-0.74246966365943,0.13698061795561,3,0,4.601,1,"unchanged"
"SLC8A2",0.695590497557911,0.251353766379866,1,1,2.914,1,"unchanged"
"SLC9A1",0.7013887105398,0.0153392148220515,5.571,0,3.995,7,"induced"
"SLC9A3",0.0327902715843456,0.969764335074881,1.5,0.5,3.224,2,"unchanged"
"SLC9A3R1",-0.98731845006571,0.0288762176669726,4.25,0,3.49,4,"repressed"
"SLC9A5",1.30855429852927,0.0335223119645163,6,0,9.138,1,"induced"
"SLC9A6",-0.322072449411216,0.145374916339332,7,0,13.189,1,"unchanged"
"SLC9A8",0.0877003489902917,0.518240847812436,3.75,0,3.423,4,"unchanged"
"SLCO1C1",0.0299684340049341,0.954898661517701,2,0,5.48,2,"unchanged"
"SLCO2A1",1.07643882317254,0.0156880923918952,3,0.333,3.824,3,"induced"
"SLCO2B1",1.76655830508346,0.0126436194687842,3.333,0.111,4.373,9,"induced"
"SLCO3A1",0.894071538446593,0.151615277914712,3.25,0.167,3.315,12,"unchanged"
"SLCO4A1",1.71626288392406,0.00793978426049497,6.5,0,6.311,2,"induced"
"SLITRK1",-1.07973257000921,0.157790408332244,1,1,3.604,2,"unchanged"
"SLITRK2",-1.69045169480135,0.0253610109766304,7,0,14.262,1,"repressed"
"SLITRK4",-0.853483204775984,0.188900706100813,2,0,3.527,2,"unchanged"
"SLK",-0.16407275285428,0.491795248213682,2,0.5,3.072,2,"unchanged"
"SLX4IP",-0.444774511731352,0.0212989627745338,4.5,0,8.914,2,"repressed"
"SMAD1",0.404170842689899,0.0699864506684787,4,0,3.642,4,"induced"
"SMAD3",0.125334627013129,0.578463148924369,4,0.2,3.679,5,"unchanged"
"SMAD5",-0.150942801064471,0.510765020740912,3.4,0,3.313,5,"unchanged"
"SMAGP",0.256616581144056,0.27127012620109,2.75,0.25,4.87,4,"unchanged"
"SMAP1",-0.0179503507827388,0.916880422018138,5,0,8.22,2,"unchanged"
"SMARCA1",-0.57912111367841,0.0289731060615928,7,0,14.293,1,"repressed"
"SMARCB1",0.249651922114158,0.260918060943478,5,0,3.221,1,"unchanged"
"SMARCC1",-0.0268884845474417,0.848711968514114,5,0,3.527,1,"unchanged"
"SMARCD1",0.116704393598284,0.380185234513199,5,0,3.206,1,"unchanged"
"SMARCD3",0.756442378827474,0.0620139116272173,5.5,0,10.637,2,"induced"
"SMC2",0.16121439721497,0.468059363014837,3.5,0,2.884,2,"unchanged"
"SMG1",-0.200309483427927,0.395109052207731,2,0.5,3.232,2,"unchanged"
"SMG5",0.162148103510549,0.268120083232739,3,0,3.857,1,"unchanged"
"SMIM19",-0.412110354626888,0.056879273897975,5,0,4.045,1,"repressed"
"SMIM20",-0.621051800428543,0.0197929391485239,3,0,3.34,1,"repressed"
"SMIM22",1.25400372764865,0.0397923483525588,3.4,0.4,4.952,5,"induced"
"SMIM3",2.01621532966882,0.0048133053088007,4.75,0,6.627,4,"induced"
"SMIM30",0.0296502664324567,0.884695049875601,5,0,8.281,1,"unchanged"
"SMIM38",0.227913751081271,0.727109043178099,2.5,0,3.965,2,"unchanged"
"SMIM6",1.82472745484623,0.0370570713960606,5.667,0,3.801,3,"induced"
"SMO",0.131578729810367,0.494680143791114,7,0,8.742,1,"unchanged"
"SMOX",0.908534080485141,0.0121296261828912,2,0,4.908,3,"induced"
"SMPD2",-0.203364743310489,0.233957429979166,4,0,3.527,1,"unchanged"
"SMPDL3B",0.30932462424617,0.69065256031808,5,0,4.141,1,"unchanged"
"SMPX",-1.80701689716871,0.0227516502840965,1,1,3.63,3,"repressed"
"SMTNL2",0.285764154048154,0.318400201089239,4,0,4.84,1,"unchanged"
"SMURF2",0.148492069429312,0.448626265330658,2,0,3.067,1,"unchanged"
"SMYD1",-0.604481122106251,0.0590545231981035,3,0,2.423,1,"repressed"
"SMYD4",-0.342334107546739,0.157783770183276,3,0,8.799,1,"unchanged"
"SNAI1",1.07137823300724,0.0162831409125398,4,0,3.146,1,"induced"
"SNAP23",-0.193530558187928,0.27371115542112,3.25,0,3.555,8,"unchanged"
"SNAP47",-0.0265386739242937,0.897552366793357,4.5,0,5.262,2,"unchanged"
"SNAPC1",-0.0453689444878771,0.864393296842979,7,0,10.004,1,"unchanged"
"SNAPIN",0.28066974232822,0.140705083137671,4.75,0,8.879,4,"unchanged"
"SNCAIP",0.700354098783027,0.0983656772750392,5,0,2.538,1,"induced"
"SNED1",1.02841720734666,0.0515361497774472,4.5,0.25,4.174,4,"induced"
