"gene_symbol","log_fc","fdr","mean_tissues","frac_kidney_specific","mean_fold_change","n_enhancers","state"
"ARL5A",-0.0961778273398801,0.693545821205075,1,1,3.834,1,"unchanged"
"ARL5C",1.84994158914798,0.196293436933818,7,0,4.408,1,"unchanged"
"ARL6IP1",-0.161989688017639,0.407043353070226,3.5,0.25,9.474,4,"unchanged"
"ARMC10",-0.591144541229743,0.00597864393668999,1,1,2.945,3,"repressed"
"ARMC3",1.08800816618287,0.115865057772599,1,1,4.494,1,"unchanged"
"ARMC8",-0.013714218464167,0.938610434478352,2,0,2.914,1,"unchanged"
"ARMC9",-0.169030704341826,0.433630575470111,4,0,3.067,1,"unchanged"
"ARMH1",-0.754813910708131,0.0378526502991402,3.667,0,6.047,3,"repressed"
"ARMT1",-0.560926029162962,0.0308340356612927,3.667,0,4.275,3,"repressed"
"ARNT2",-0.22817613742687,0.482093876246079,2.333,0,3.355,3,"unchanged"
"ARPC2",0.151425383710864,0.301755407243905,3.143,0.286,4.326,7,"unchanged"
"ARPC4",0.207457346951173,0.293988908076629,3,0.25,6.443,4,"unchanged"
"ARPC5L",0.624274717327306,0.0302574396641455,3,0,3.831,2,"induced"
"ARRB1",0.0814948872695922,0.830082942294495,3,0,3.692,4,"unchanged"
"ARRDC1",0.0347666299129665,0.868590283471171,4.333,0,5.641,3,"unchanged"
"ARRDC5",0.613117257735148,0.261592271083668,6,0,2.515,1,"unchanged"
"ARSA",-0.12803924493374,0.53657109717038,4,0,4.141,2,"unchanged"
"ARSD",-0.567756891740729,0.10244564166505,4,0,4.372,3,"unchanged"
"ARSI",1.55359839039759,0.0666080828904693,4,0.2,4.485,5,"induced"
"ARSK",-0.70528099716557,0.0330569629809659,1,1,4.677,2,"repressed"
"ART4",0.0975855085223065,0.890366442980587,1,1,3.717,3,"unchanged"
"ARV1",0.461246675009549,0.250846752556066,2,0,3.374,1,"unchanged"
"ARVCF",-0.523266367320764,0.0245984270450917,4.333,0,7.009,3,"repressed"
"ASAH1",-0.772075978891234,0.0926253651952904,4,0,3.374,1,"repressed"
"ASAH2",-2.02106807975738,0.00680787315136597,4,0,6.627,1,"repressed"
"ASB2",0.563242563052155,0.463357968167664,4.75,0,3.509,4,"unchanged"
"ASB5",-1.41584156034039,0.109235322918169,3.667,0,5.061,3,"unchanged"
"ASB6",0.294967743250768,0.0736308469128074,4.222,0,5.289,9,"induced"
"ASCC2",-0.237796947067447,0.254806140697379,1.5,0.5,4.601,2,"unchanged"
"ASDURF",-0.34171090219356,0.243963674861237,7,0,14.184,1,"unchanged"
"ASF1B",1.13605051657333,0.0429931627663443,6,0,3.221,1,"induced"
"ASIC4",-2.31974855602423,0.0182170507523789,1.5,0.5,2.76,2,"repressed"
"ASNS",1.13887226313984,0.0239124363657861,6,0,6.134,1,"induced"
"ASNSD1",-0.315486539091218,0.0471004896400536,7,0,14.184,1,"repressed"
"ASPA",-0.987856307541325,0.0430563298402366,4,0,3.978,6,"repressed"
"ASPH",-0.445882028371711,0.258191512682405,1.75,0.5,5.081,4,"unchanged"
"ASPHD2",1.00132676890624,0.0732025113237811,3,0,2.914,1,"induced"
"ASPN",0.86267502039905,0.173498867753873,4,0.333,3.91,6,"unchanged"
"ASPSCR1",-0.353440952167206,0.088313810282639,6,0,3.616,1,"repressed"
"ASRGL1",0.0200200880743768,0.901969911529368,7,0,7.834,1,"unchanged"
"ASS1",-0.714955102315376,0.278043974634874,3,0,4.46,1,"unchanged"
"ASTN1",-1.28278030034977,0.0435604107071311,1,1,3.728,2,"repressed"
"ASXL1",0.0756852005719546,0.663427548221081,2.8,0,4.104,5,"unchanged"
"ASXL2",-0.352489905673881,0.117002128558502,2,0,2.607,1,"unchanged"
"ATF4",0.533464040223653,0.0446001367314445,5,0,4.275,1,"induced"
"ATF5",0.528549475138983,0.0863269046779231,5,0,5.214,1,"induced"
"ATF6B",0.24690950027633,0.26464708621748,6,0,6.429,1,"unchanged"
"ATF7IP",-0.0276864254633233,0.897370440877179,5,0,9.515,1,"unchanged"
"ATF7IP2",0.786026204988079,0.136427982978084,1,1,2.81,2,"unchanged"
"ATG10",-0.505020414010536,0.0362816147800143,7,0,21.191,1,"repressed"
"ATG101",-0.353191405875797,0.0379545010963794,4,0,3.504,2,"repressed"
"ATG16L2",0.527556184613134,0.319752466946374,4.333,0,6.135,3,"unchanged"
"ATG2A",0.447043380791531,0.0249302244473648,4.5,0,8.147,2,"induced"
"ATG4B",-0.100840728282763,0.571217273714356,4,0,2.652,1,"unchanged"
"ATG9B",-0.574959505662502,0.138954022869632,6,0,5.393,1,"unchanged"
"ATM",-0.0284796957483717,0.897775383748752,3.667,0,7.157,3,"unchanged"
"ATN1",-0.0298011509224381,0.861365846633005,6,0,14.243,1,"unchanged"
"ATOX1",0.103128716981617,0.708727585975223,2,0,2.672,1,"unchanged"
"ATP10A",1.04667350066508,0.0199636855636103,7,0,12.115,1,"induced"
"ATP10D",-0.486855079826037,0.048814632683616,1,1,4.042,5,"repressed"
"ATP11A",-0.782935097774503,0.0926253651952904,5,0,3.641,2,"repressed"
"ATP13A2",0.574280975844577,0.0388905775912027,6,0,3.067,1,"induced"
"ATP13A3",-0.129532571254546,0.685897900241838,7,0,14.046,1,"unchanged"
"ATP1A1",-0.135556629082854,0.689918159962825,1.6,0.4,3.174,5,"unchanged"
"ATP1B2",-0.304625857203764,0.529544704892473,6,0,5.373,1,"unchanged"
"ATP1B3",0.636642806250806,0.0346062475161649,5.667,0,8.519,3,"induced"
"ATP2A2",0.293717947284964,0.223585383801858,4,0,3.221,1,"unchanged"
"ATP2A3",0.81076615179688,0.255186011674557,3,0.667,4.217,3,"unchanged"
"ATP2B2",-1.28514441307701,0.0486385016855841,2,0,2.76,2,"repressed"
"ATP2B4",0.70584772833852,0.0417521766204149,5.4,0,3.745,5,"induced"
"ATP2C1",-0.42187048503532,0.0371734078131957,7,0,25.002,1,"repressed"
"ATP5F1B",-0.674613976283537,0.0905505567721186,2,0,3.296,1,"repressed"
"ATP5MF",-0.633466664637226,0.025180536331145,3,0,2.914,1,"repressed"
"ATP5MG",-0.67969800818449,0.0176832753748817,1.25,0.75,3.489,4,"repressed"
"ATP5MJ",-0.373746946408943,0.0766806417081537,7,0,25.034,1,"repressed"
"ATP5PD",-0.466879981047141,0.0509947776508049,7,0,21.484,1,"repressed"
"ATP5PO",-0.517992141480517,0.034479442735859,7,0,10.132,1,"repressed"
"ATP6V0A1",-0.827300714816396,0.0879765755323969,2.889,0.111,3.813,9,"repressed"
"ATP6V0A4",-1.08147770607487,0.0184303754820748,1.389,0.833,4.029,18,"repressed"
"ATP6V0D1",-0.307831084802468,0.115925507819293,5.333,0,4.289,3,"unchanged"
"ATP6V0D2",-0.978705271383209,0.0737844764541739,1.5,0.5,3.702,2,"repressed"
"ATP6V1B1",-1.10498230357581,0.0270545007244357,1,1,2.914,1,"repressed"
"ATP6V1C1",-0.421219878684197,0.1539770101939,1,1,3.793,5,"unchanged"
"ATP6V1E1",-0.578579263346264,0.0530975450597964,2,0,3.146,1,"repressed"
"ATP6V1E2",-1.95925716043269,0.0048133053088007,2.6,0.6,5.859,5,"repressed"
"ATP6V1F",-0.32136910032204,0.105968861105528,5,0,5.674,1,"unchanged"
"ATP8A1",-0.37426207896659,0.238781557011528,2.5,0,2.75,2,"unchanged"
"ATP8B1",1.01013729952867,0.00577770871303924,4.778,0.111,4.383,9,"induced"
"ATP9A",0.601691306809913,0.0353806445934402,6,0,6.431,1,"induced"
"ATXN2L",0.168313295866619,0.277745768375079,6,0,5.121,1,"unchanged"
"ATXN7L1",-0.464150556295937,0.20539109871862,5,0,3.781,2,"unchanged"
"ATXN7L3",0.267832490866867,0.0744262657543416,4,0,3.784,2,"induced"
"AUH",-1.0129138990607,0.052653958075998,3.75,0.25,6.277,4,"repressed"
"AVIL",0.215610658929794,0.684249368944854,3,0,2.641,3,"unchanged"
"AVPI1",0.264365475637043,0.453620092714992,5.4,0,3.511,5,"unchanged"
"AVPR1A",-1.35979835883498,0.0289739157534186,5,0,5.543,1,"repressed"
"AVPR2",-0.494599462170446,0.336390410518131,2,0,3.221,3,"unchanged"
"AXIN2",1.32573417509962,0.0151795643224184,6,0,3.874,1,"induced"
"AXL",0.447583884406933,0.11662410554183,6,0,14.16,1,"unchanged"
"AZGP1",-2.24360875455384,0.0389982085396832,7,0,7.609,1,"repressed"
"AZI2",-0.319467345148363,0.194873294806795,1,1,4.038,3,"unchanged"
"B2M",0.364224119424508,0.241032058427178,4.667,0,4.112,3,"unchanged"
"B3GNT3",0.563599662631963,0.128428195566943,3.75,0,4.471,4,"unchanged"
"B3GNT7",-0.863179354313445,0.0404048336550072,3.2,0.4,7.243,5,"repressed"
"B3GNT8",0.374267160702063,0.28762828890181,6,0,9.355,1,"unchanged"
"B4GALNT3",-1.6820880468474,0.0106256774396486,2.5,0,3.451,2,"repressed"
"B4GALT3",0.0425399413665426,0.826777988818611,4,0,4.303,2,"unchanged"
"B4GALT4",0.556581601557215,0.0291337537549721,6,0,11.452,2,"induced"
"B9D1",-0.0261126898045996,0.879417885110195,3,0.5,4.447,2,"unchanged"
"B9D2",0.0443936736228707,0.885107795226699,6,0,6.102,1,"unchanged"
"BAAT",0.409328460129002,0.360007584104035,3.1,0,6.153,10,"unchanged"
"BABAM2",0.0476960480426207,0.74970286023077,3.2,0.2,3.718,5,"unchanged"
"BAG1",-0.17583096578043,0.271738953837762,1.5,0.5,2.424,2,"unchanged"
"BAG3",0.102216154534785,0.764692519192374,3,0,4.882,1,"unchanged"
"BAG5",0.18835911058001,0.174423794957545,5,0,6.442,1,"unchanged"
"BAHD1",-0.0161697705847326,0.901627713643387,5,0,4.047,2,"unchanged"
"BAIAP2L2",0.602029183782189,0.233827093963612,3.5,0,2.925,2,"unchanged"
"BAK1",0.725622950504085,0.0417521766204149,6,0,6.667,3,"induced"
"BANF2",-1.13446729340799,0.138439225352129,5,0,5.393,1,"unchanged"
"BATF",1.49634347459398,0.0532488931682245,7,0,5.368,1,"induced"
"BATF3",0.832332179940709,0.273401447395069,3.5,0.5,4.722,2,"unchanged"
"BAZ1A",1.18807492599281,0.011489686735547,7,0,14.26,1,"induced"
"BAZ1B",-0.0299478626564706,0.841982763459147,2.25,0.25,4.003,4,"unchanged"
"BAZ2A",0.0679519773750643,0.637349374193708,4,0,26.601,1,"unchanged"
"BAZ2B",-0.467686022623306,0.0593367758640143,7,0,26.757,1,"repressed"
"BBC3",0.873549109448797,0.109391901893216,6,0,5.828,1,"unchanged"
"BBIP1",-0.494032655002235,0.0860529192698346,1,1,3.852,2,"repressed"
"BBOX1",-0.573988203255468,0.459277162432373,1.667,0.333,4.135,9,"unchanged"
"BBX",-0.0657533402449753,0.757093912971266,7,0,20.266,1,"unchanged"
"BCAR1",-0.0816776823395493,0.742984816621628,7,0,10.264,1,"unchanged"
"BCAR3",-0.338516932841324,0.254806140697379,3.5,0,6.411,6,"unchanged"
"BCAS3",-0.0607027235727635,0.718462078218655,7,0,8.066,1,"unchanged"
"BCKDHA",-0.947725065919017,0.0744397064536526,4,0,4.335,1,"repressed"
"BCL11A",1.62982827882129,0.177793325981307,4,0,3.987,1,"unchanged"
"BCL2A1",0.0179225512676799,0.964810112341315,4,0,6.145,1,"unchanged"
"BCL2L14",0.112576907388526,0.840750888755963,6,0,3.527,1,"unchanged"
"BCL6",0.283343608553714,0.355195974619481,3.267,0.133,5.623,15,"unchanged"
"BCL7A",0.156951795970882,0.557564142811227,4.5,0,14.412,2,"unchanged"
"BCL7B",-0.191700673149414,0.149217659647878,6,0,12.597,2,"unchanged"
"BCL9",0.135146335844348,0.515136260512436,4.333,0,6.676,3,"unchanged"
"BCO1",-1.01224794976125,0.198220266491147,2.5,0,3.575,2,"unchanged"
"BCO2",0.6605327788351,0.0839211283014423,1,1,3.163,1,"induced"
"BCOR",0.401900549993567,0.0289739157534186,2.333,0.667,5.632,3,"induced"
"BCORL1",-0.238696564218324,0.257747714459177,6.5,0,8.243,4,"unchanged"
"BDH1",-0.735849264003289,0.278683017188834,5,0,5.657,2,"unchanged"
"BDP1",-0.161576660404401,0.531137515676507,7,0,12.455,1,"unchanged"
"BECN1",-0.154690033114425,0.124841378982009,1.5,0.5,5.118,4,"unchanged"
"BEND4",-1.77087216299671,0.214969117590308,1.667,0.667,3.75,3,"unchanged"
"BEND7",-1.11016793985351,0.0509831073409678,1.5,0.5,4.001,4,"repressed"
"BEST1",0.724650514144498,0.160419030416756,4.333,0,10.517,3,"unchanged"
"BFSP1",0.487608112877605,0.0748503469380426,3.5,0,3.766,4,"induced"
"BGN",0.785222968839689,0.106406711957445,4.5,0,3.451,2,"unchanged"
"BHLHE22",2.62570340289903,0.0175362268964315,3,0,4.754,1,"induced"
"BICC1",-0.100221019872844,0.710839526222096,1,1,3.072,1,"unchanged"
"BICD1",-0.90242377004724,0.0529118467432677,2,0,2.76,1,"repressed"
"BICD2",0.288710097676479,0.0368078663059152,3.6,0,4.015,5,"induced"
"BIK",0.8225542552019,0.170737255312707,4,0,2.3,1,"unchanged"
"BIN1",-0.453677230614536,0.0534191794181437,1.5,0.5,3.857,4,"repressed"
"BIN2",1.63411105399778,0.0446001367314445,2.75,0.25,4.87,4,"induced"
"BIN3",0.0122189731681033,0.959717596221456,3.125,0.125,4.212,8,"unchanged"
"BLCAP",-0.520354014890597,0.0410066595507282,2,0,3.34,1,"repressed"
"BLM",0.683643593089853,0.0743119862353517,4,0,2.962,2,"induced"
"BLMH",-0.236746256953163,0.234006799519947,5,0,8.281,1,"unchanged"
"BLNK",0.997859062998317,0.0781447931379247,3,0,4.22,3,"induced"
"BLOC1S1",-0.429404260614493,0.0288830752793554,2.75,0,2.914,4,"repressed"
"BLOC1S2",0.269673334357993,0.127620226301448,1,1,3.221,1,"unchanged"
"BLOC1S6",0.0182170750227511,0.951665236157026,6,0,4.46,1,"unchanged"
"BMF",0.451632412162945,0.46756582576547,5,0,2.745,1,"unchanged"
"BMI1",0.295225673303833,0.0775273811969579,6,0,7.131,2,"induced"
"BMP1",1.64099080771181,0.020034313162038,4.333,0,3.183,6,"induced"
"BMP2K",0.0435208140181551,0.890352609838877,3,0.3,3.596,10,"unchanged"
"BMP4",-0.874126543996827,0.0053583263466937,2,0.667,3.123,3,"repressed"
"BMP5",-0.67069170247581,0.444750552284955,3,0,3.193,2,"unchanged"
"BMP7",-0.50668223375107,0.1814418090292,1,1,3.374,1,"unchanged"
"BMPER",1.1408381855355,0.0988963270497394,5,0,8.149,1,"induced"
"BMS1",0.0778862392864426,0.660363444543642,7,0,32.958,1,"unchanged"
"BNIP3",-0.751514610122403,0.0776332924190361,6,0,8.511,2,"repressed"
"BOC",0.359539233961224,0.305196483229015,4,0,2.984,4,"unchanged"
"BOLA1",-0.0672960864630223,0.794779553965905,3,0,2.531,1,"unchanged"
"BOLA2B",-0.422105694149978,0.0544616250127901,7,0,17.067,1,"repressed"
"BOP1",0.229884657013419,0.199707264266938,2,0.5,3.177,2,"unchanged"
"BORCS6",0.0591879356779526,0.76956621463266,7,0,12.614,2,"unchanged"
"BPGM",-0.0894755642470972,0.773336152176298,7,0,8.568,1,"unchanged"
"BPIFC",-0.429509820818939,0.276893796868924,4,0,2.697,1,"unchanged"
"BRCA1",0.0871710176219784,0.803694316975333,2.4,0.4,4.747,5,"unchanged"
"BRD2",0.152737925669279,0.369468828059855,5,0,3.821,1,"unchanged"
"BRD3",0.0721974894491391,0.576078467359497,7,0,14.876,1,"unchanged"
"BRD3OS",-0.0662697468158076,0.883747331550323,3.333,0,6.949,3,"unchanged"
"BRD4",0.0268738017382208,0.857446830993156,2.5,0.5,3.221,2,"unchanged"
"BRI3",-0.900916312359462,0.011065134798927,3,0,4.941,1,"repressed"
"BRIP1",-0.705706521834821,0.0162849898496127,1,1,3.221,1,"repressed"
"BRME1",0.0395690346580198,0.91857288814718,4,0,4.141,4,"unchanged"
"BRWD1",-0.0189741446641341,0.89951153168493,4,0,3.253,2,"unchanged"
"BTBD2",0.0418349257233706,0.831384479205633,6.5,0,5.487,2,"unchanged"
"BTD",-0.454128153626887,0.0965038596149398,3,0,3.595,2,"repressed"
"BTF3L4",-0.109119280612346,0.557774185193409,2.667,0.333,4.335,3,"unchanged"
"BTNL9",-0.903371312110877,0.153647386282609,1.667,0.333,3.3,3,"unchanged"
"BTRC",-0.385254408453618,0.0771693029972071,3,0,4.644,1,"repressed"
"BUB1",2.41849297163616,0.0200545372372458,1,1,3.527,1,"induced"
"BUB1B",1.1843323899034,0.0515106966353291,2.5,0,4.524,2,"induced"
"BUD13",-0.0687463924840426,0.795240641481635,7,0,20.467,1,"unchanged"
"BVES",-0.854519686444589,0.089741917968135,6,0,8.689,1,"repressed"
"BYSL",0.0381293779648448,0.830082942294495,4.5,0,3.337,2,"unchanged"
"BZW1",0.162278764639118,0.35973078231636,4.5,0,4.756,2,"unchanged"
"BZW2",0.507022671160709,0.0435498656290897,2.5,0.25,3.989,4,"induced"
"C1GALT1C1",-0.0285597998954321,0.924492737629551,7,0,17.023,2,"unchanged"
"C1QTNF1",0.906060997216786,0.149581322511837,5.333,0,4.559,6,"unchanged"
"C1QTNF3",-1.54547927139789,0.0359061087688741,1.875,0.375,4.169,8,"repressed"
"C1QTNF4",0.712001333778511,0.457454846802847,2.5,0.5,4.813,2,"unchanged"
"C1QTNF6",0.241539973194504,0.70321759264377,3,0,4.217,2,"unchanged"
"C1QTNF7",0.43206634118618,0.451272433811188,3,0,4.462,4,"unchanged"
"C2CD3",-0.0631774844413,0.715721375973942,7,0,2.621,1,"unchanged"
"C2CD5",-0.495761040082509,0.0346262537109407,2,0,3.527,1,"repressed"
"C5AR1",2.51658736637929,0.0048133053088007,5.333,0,3.401,3,"induced"
"C5AR2",2.25693425450643,0.00495981158313894,5.333,0,3.401,3,"induced"
"C6",2.09822310021995,0.0153392148220515,3,0.25,3.584,4,"induced"
"C7",1.75899864896145,0.0147765997976075,5.5,0,2.738,2,"induced"
"C9",0.268169565500281,0.83923809704824,1.818,0.364,4.132,11,"unchanged"
"CA13",0.9062167098462,0.0771693029972071,7,0,8.539,1,"induced"
"CA14",-1.19858467008257,0.00859810667119271,6,0,6.55,3,"repressed"
"CA15",-2.19117385062153,0.0317321182951266,2,0,2.547,1,"repressed"
"CA1H1orf35",-0.331464794794309,0.0514348336931056,4.286,0,4.207,7,"repressed"
"CA1H5orf15",0.103133879811001,0.582498700985167,3,0,3.911,2,"unchanged"
"CA1H5orf22",0.125591748231777,0.538244788814071,2,0,3.374,1,"unchanged"
"CA1H5orf34",0.0798849666861261,0.859167169647931,5,0,5.424,2,"unchanged"
"CA1H5orf58",-2.65967594052653,0.042305520827303,1,1,3.616,1,"repressed"
"CA1H5orf63",-0.0951617676484631,0.757890794178627,2.5,0.5,3.223,2,"unchanged"
"CA2",-1.10442716588034,0.0270545007244357,1.5,0.5,3.257,10,"repressed"
"CA2H19orf25",0.173320042255262,0.451420974360204,7,0,6.586,1,"unchanged"
"CA2H19orf38",1.14030739390525,0.0435498656290897,2.5,0,2.914,2,"induced"
"CA2H3orf18",-0.364186265630468,0.169425362407261,1,1,3.374,1,"unchanged"
"CA2H3orf62",0.371677820341904,0.112476126020722,6,0,3.977,1,"unchanged"
"CA3",-0.866203486008213,0.412203604217614,1.667,0.333,3.222,3,"unchanged"
"CA3H20orf204",-0.0601437492799013,0.84170384950561,1,1,2.996,1,"unchanged"
"CA3H20orf27",0.101170587804318,0.787683990714202,5,0,3.783,3,"unchanged"
"CA3H20orf96",-0.171786962517371,0.732196024827149,6.5,0,6.74,2,"unchanged"
"CA3H2orf49",0.0269592525891698,0.892501990555939,7,0,23.157,1,"unchanged"
"CA3H2orf73",-1.24627975722534,0.0682897802079939,3.182,0.273,4.58,11,"repressed"
"CA4",-0.405394735280639,0.459052345616759,3.8,0,4.668,5,"unchanged"
"CA5A",-0.595618696511013,0.283087102227713,5,0,4.712,3,"unchanged"
"CA7",-0.969567952970134,0.310087205658159,3,0.25,7.329,4,"unchanged"
"CA8",-1.33289801257801,0.0177550728703539,1,1,4.447,2,"repressed"
"CA9",0.099683506841056,0.734636410596433,6.5,0,6.433,2,"unchanged"
"CAAP1",-0.17825562264693,0.30138235046235,6,0,3.527,1,"unchanged"
"CAB39",-0.0339394720302115,0.836693600199941,2.333,0,3.619,3,"unchanged"
"CABCOCO1",-0.299923162023803,0.238148260435293,2.75,0,3.622,4,"unchanged"
"CABLES2",0.0041523973069495,0.986559913827966,3,0,2.672,1,"unchanged"
"CABP1",-1.01949661228827,0.0354529385318799,6,0,5.992,1,"repressed"
"CACNA1A",1.30371375911547,0.133422599099711,3,0,4.542,1,"unchanged"
"CACNA1C",0.125716779098312,0.820304064071255,5,0,4.601,1,"unchanged"
"CACNA1E",1.53939144789359,0.0312333272399262,3.8,0.067,5.32,15,"induced"
"CACNA1G",-0.352821218347788,0.558946819093866,4,0,4.39,3,"unchanged"
"CACNA1H",0.424897992612941,0.496549868515762,2.778,0,3.236,9,"unchanged"
"CACNA2D2",-0.474850367273902,0.326219458446594,1,1,4.141,1,"unchanged"
"CACNG4",1.13098337211632,0.0453733651044089,2.4,0.4,4.079,5,"induced"
"CACTIN",0.104607948561147,0.628822080240188,3,0,2.745,1,"unchanged"
"CADM1",0.151278742896014,0.64995246378959,1.75,0.5,4.025,4,"unchanged"
"CADM4",0.181206874706022,0.403191259554947,5,0,5.214,1,"unchanged"
"CAGE1",-0.215014847421155,0.609543643787634,3,0,4.049,5,"unchanged"
"CALB1",-1.95767184953275,0.0375097295329696,4.333,0,4.396,3,"repressed"
"CALCOCO1",-0.224714740292402,0.321908482868308,1,1,3.067,1,"unchanged"
"CALCOCO2",-0.788766667559726,0.0443988085077484,2.667,0.417,4.939,12,"repressed"
"CALCRL",0.603172804370417,0.0933247195820851,2.4,0.2,3.134,5,"induced"
"CALD1",0.456783450893841,0.183683494813669,2.72,0.4,3.789,25,"unchanged"
"CALHM2",0.627529252286842,0.166020576938491,2.5,0.25,4.344,4,"unchanged"
"CALHM5",1.04131935787976,0.0865189883942141,3,0,3.527,1,"induced"
"CALM1",-0.11668649127054,0.525024900204709,5.5,0,8.966,2,"unchanged"
"CALML4",-0.55764937323274,0.115132609887903,7,0,10.844,1,"unchanged"
"CALY",-0.963469412660408,0.409763379242059,4,0,3.374,1,"unchanged"
"CAMK1G",-0.79182316329899,0.0720382182487909,2,0,3.473,1,"repressed"
"CAMK2B",1.08992908696802,0.170157876819985,4.667,0,4.039,3,"unchanged"
"CAMKK1",-0.585475803555112,0.028138807981505,3,0,4.045,1,"repressed"
"CAMLG",-0.0940800247852143,0.651056228068837,4,0,2.996,1,"unchanged"
"CAMSAP3",-0.324914925448438,0.290993584671036,6,0,7.213,1,"unchanged"
"CANT1",0.760429630533713,0.0233261598943043,5,0,5.393,1,"induced"
"CANX",-0.283955485371523,0.218256780389974,7,0,11.812,1,"unchanged"
"CAPG",1.31124235144339,0.0341792083943711,5.5,0,7.882,2,"induced"
"CAPN10",0.495034344343784,0.0285045892879315,2,0,4.601,1,"induced"
"CAPN2",-0.109693056226132,0.574430212314157,5,0,4.754,1,"unchanged"
"CAPS",0.722546166250105,0.123221721539309,7,0,8.895,1,"unchanged"
"CAPS2",0.40065166302105,0.457848591367263,6,0,3.41,2,"unchanged"
"CAPZA2",-0.294753929100598,0.269507575088981,2,0,4.521,4,"unchanged"
"CARD11",2.35078191018699,0.0480627811407522,2,0,3.473,1,"induced"
"CARD19",0.450249200831548,0.0189384347967215,2,0,3.221,1,"induced"
"CARD8",1.68738313203645,0.0217602519103928,3.333,0,4.474,3,"induced"
"CARHSP1",0.0286176806557021,0.914354328213925,3,0,3.374,1,"unchanged"
"CARMIL1",0.291829565753692,0.177140725746631,4.625,0,4.169,8,"unchanged"
"CARNMT1",-0.363587409422105,0.0497669384394171,2,0.5,3.931,2,"repressed"
"CARNS1",0.120033892750103,0.898038142465522,4.833,0,7.213,6,"unchanged"
"CARS1",0.633605070409638,0.0196137279512566,4.667,0,4.51,3,"induced"
"CASKIN1",-0.476294276847521,0.456602795859492,7,0,8.285,1,"unchanged"
"CASP12",0.819555704503183,0.159539258676816,3,0.333,3.163,3,"unchanged"
"CASP2",0.115289061521994,0.483055531105224,3,0,3.834,1,"unchanged"
"CASP4",1.41870662697929,0.0280471941417628,3,0.333,3.163,3,"induced"
"CASP7",0.0741749603058723,0.615790887457517,3,0,3.527,1,"unchanged"
"CASP8",0.884375100789785,0.0125469047404911,2.125,0.625,5.006,8,"induced"
"CASP8AP2",0.244238909494696,0.342966963457258,6,0,6.479,2,"unchanged"
"CASR",0.355530715340078,0.432001202071276,1.5,0.75,4.646,4,"unchanged"
"CASTOR1",0.861617174989558,0.0284422170956208,4,0,4.747,4,"induced"
"CATSPERG",0.77554547414957,0.205048102436369,1,1,2.991,2,"unchanged"
"CAV2",0.399572393483132,0.0490544884885349,7,0,3.527,1,"induced"
"CAVIN2",-0.146108584843888,0.55503268802713,4.2,0,4.447,5,"unchanged"
"CB1H4orf19",0.0096813439997181,0.979746692591532,2.091,0.273,3.342,11,"unchanged"
"CB1H8orf48",-0.244313206483474,0.261429018660278,5,0,6.11,2,"unchanged"
"CB2H6orf120",-0.0843414404020777,0.666159617052292,3,0,4.494,1,"unchanged"
"CB3H15orf39",0.824482027546805,0.0793629894843742,5.5,0,9.808,2,"induced"
"CB3H15orf62",-0.0532931027638854,0.922343185544508,3.5,0.5,4.074,2,"unchanged"
"CB4H12orf75",1.65163949338388,0.0209812486455079,4,0,6.134,1,"induced"
"CB4H22orf23",-0.92479712682152,0.0747469882482458,7,0,9.429,1,"repressed"
"CBFA2T3",0.288799807418952,0.611460631057277,3.4,0.2,5.489,5,"unchanged"
"CBLB",0.429687185320976,0.0783795772332953,7,0,11.738,1,"induced"
"CBLL1",0.0508579646862253,0.76960759598088,1,1,2.404,1,"unchanged"
"CBLN3",-1.66535485540672,0.0525224354197325,1,1,2.76,1,"repressed"
"CBR3",0.54146857856159,0.161222474912171,2,0,3.681,1,"unchanged"
"CBR4",-1.2522486564865,0.0372645777616886,1,1,3.221,1,"repressed"
